timestamp,volume_ma_99
2020-01-01 00:00:00,
2020-01-01 01:00:00,
2020-01-01 02:00:00,
2020-01-01 03:00:00,
2020-01-01 04:00:00,
2020-01-01 05:00:00,
2020-01-01 06:00:00,
2020-01-01 07:00:00,
2020-01-01 08:00:00,
2020-01-01 09:00:00,
2020-01-01 10:00:00,
2020-01-01 11:00:00,
2020-01-01 12:00:00,
2020-01-01 13:00:00,
2020-01-01 14:00:00,
2020-01-01 15:00:00,
2020-01-01 16:00:00,
2020-01-01 17:00:00,
2020-01-01 18:00:00,
2020-01-01 19:00:00,
2020-01-01 20:00:00,
2020-01-01 21:00:00,
2020-01-01 22:00:00,
2020-01-01 23:00:00,
2020-01-02 00:00:00,
2020-01-02 01:00:00,
2020-01-02 02:00:00,
2020-01-02 03:00:00,
2020-01-02 04:00:00,
2020-01-02 05:00:00,
2020-01-02 06:00:00,
2020-01-02 07:00:00,
2020-01-02 08:00:00,
2020-01-02 09:00:00,
2020-01-02 10:00:00,
2020-01-02 11:00:00,
2020-01-02 12:00:00,
2020-01-02 13:00:00,
2020-01-02 14:00:00,
2020-01-02 15:00:00,
2020-01-02 16:00:00,
2020-01-02 17:00:00,
2020-01-02 18:00:00,
2020-01-02 19:00:00,
2020-01-02 20:00:00,
2020-01-02 21:00:00,
2020-01-02 22:00:00,
2020-01-02 23:00:00,
2020-01-03 00:00:00,
2020-01-03 01:00:00,
2020-01-03 02:00:00,
2020-01-03 03:00:00,
2020-01-03 04:00:00,
2020-01-03 05:00:00,
2020-01-03 06:00:00,
2020-01-03 07:00:00,
2020-01-03 08:00:00,
2020-01-03 09:00:00,
2020-01-03 10:00:00,
2020-01-03 11:00:00,
2020-01-03 12:00:00,
2020-01-03 13:00:00,
2020-01-03 14:00:00,
2020-01-03 15:00:00,
2020-01-03 16:00:00,
2020-01-03 17:00:00,
2020-01-03 18:00:00,
2020-01-03 19:00:00,
2020-01-03 20:00:00,
2020-01-03 21:00:00,
2020-01-03 22:00:00,
2020-01-03 23:00:00,
2020-01-04 00:00:00,
2020-01-04 01:00:00,
2020-01-04 02:00:00,
2020-01-04 03:00:00,
2020-01-04 04:00:00,
2020-01-04 05:00:00,
2020-01-04 06:00:00,
2020-01-04 07:00:00,
2020-01-04 08:00:00,
2020-01-04 09:00:00,
2020-01-04 10:00:00,
2020-01-04 11:00:00,
2020-01-04 12:00:00,
2020-01-04 13:00:00,
2020-01-04 14:00:00,
2020-01-04 15:00:00,
2020-01-04 16:00:00,
2020-01-04 17:00:00,
2020-01-04 18:00:00,
2020-01-04 19:00:00,
2020-01-04 20:00:00,
2020-01-04 21:00:00,
2020-01-04 22:00:00,
2020-01-04 23:00:00,
2020-01-05 00:00:00,
2020-01-05 01:00:00,
2020-01-05 02:00:00,5089.089757575757
2020-01-05 03:00:00,5101.4207979797975
2020-01-05 04:00:00,5112.482242424242
2020-01-05 05:00:00,5104.836727272727
2020-01-05 06:00:00,5117.755414141414
2020-01-05 07:00:00,5134.326484848485
2020-01-05 08:00:00,5170.168555555555
2020-01-05 09:00:00,5229.175181818182
2020-01-05 10:00:00,5234.283838383839
2020-01-05 11:00:00,5225.8415050505055
2020-01-05 12:00:00,5253.027969696969
2020-01-05 13:00:00,5289.4442525252525
2020-01-05 14:00:00,5271.974454545455
2020-01-05 15:00:00,5294.8715555555555
2020-01-05 16:00:00,5330.617171717172
2020-01-05 17:00:00,5328.193121212121
2020-01-05 18:00:00,5325.728848484848
2020-01-05 19:00:00,5327.931343434343
2020-01-05 20:00:00,5320.159202020202
2020-01-05 21:00:00,5378.98502020202
